wavelength,response
3301.0,0.0
3303.0,0.0
3305.0,0.0
3307.0,0.0
3309.0,0.0
3311.0,0.0
3313.0,0.0
3315.0,0.0
3317.0,0.0
3319.0,0.0
3321.0,0.0
3323.0,0.0
3325.0,0.0
3327.0,0.0
3329.0,0.0
3331.0,0.0
3333.0,0.0
3335.0,0.0
3337.0,0.0
3339.0,0.0
3341.0,0.0
3343.0,0.0
3345.0,0.0
3347.0,0.0
3349.0,0.0
3351.0,0.0
3353.0,0.0
3355.0,0.0
3357.0,0.0
3359.0,0.0
3361.0,0.0
3363.0,0.0
3365.0,0.0
3367.0,0.0
3369.0,0.0
3371.0,0.0
3373.0,0.0
3375.0,0.0
3377.0,0.0
3379.0,0.0
3381.0,0.0
3383.0,0.0
3385.0,0.0
3387.0,0.0
3389.0,0.0
3391.0,0.0
3393.0,0.0
3395.0,0.0
3397.0,0.0
3399.0,0.0
3401.0,0.0
3403.0,0.0
3405.0,0.0
3407.0,0.0
3409.0,0.0
3411.0,0.0
3413.0,0.0
3415.0,0.0
3417.0,0.0
3419.0,0.0
3421.0,0.0
3423.0,0.0
3425.0,0.0
3427.0,0.0
3429.0,0.0
3431.0,0.0
3433.0,0.0
3435.0,0.0
3437.0,0.0
3439.0,0.0
3441.0,0.0
3443.0,0.0
3445.0,0.0
3447.0,0.0
3449.0,0.0
3451.0,0.0
3453.0,0.0
3455.0,0.0
3457.0,0.0
3459.0,0.0
3461.0,0.0
3463.0,0.0
3465.0,0.0
3467.0,0.0
3469.0,0.0
3471.0,0.0
3473.0,0.0
3475.0,0.0
3477.0,0.0
3479.0,0.0
3481.0,0.0
3483.0,0.0
3485.0,0.0
3487.0,0.0
3489.0,0.0
3491.0,0.0
3493.0,0.0
3495.0,0.0
3497.0,0.0
3499.0,0.0
3501.0,0.0
3503.0,0.0
3505.0,0.0
3507.0,0.0
3509.0,0.0
3511.0,0.0
3513.0,0.0
3515.0,0.0
3517.0,0.0
3519.0,0.0
3521.0,0.0
3523.0,0.0
3525.0,0.0
3527.0,0.0
3529.0,0.0
3531.0,0.0
3533.0,0.0
3535.0,0.0
3537.0,0.0
3539.0,0.0
3541.0,0.0
3543.0,0.0
3545.0,0.0
3547.0,0.0
3549.0,0.0
3551.0,0.0
3553.0,0.0
3555.0,0.0
3557.0,0.0
3559.0,0.0
3561.0,0.0
3563.0,0.0
3565.0,0.0
3567.0,0.0
3569.0,0.0
3571.0,0.0
3573.0,0.0
3575.0,0.0
3577.0,0.0
3579.0,0.0
3581.0,0.0
3583.0,0.0
3585.0,0.0
3587.0,0.0
3589.0,0.0
3591.0,0.0
3593.0,0.0
3595.0,0.0
3597.0,0.0
3599.0,0.0
3601.0,0.0
3603.0,0.0
3605.0,0.0
3607.0,0.0
3609.0,0.0
3611.0,0.0
3613.0,0.0
3615.0,0.0
3617.0,0.0
3619.0,0.0
3621.0,0.0
3623.0,0.0
3625.0,0.0
3627.0,0.0
3629.0,0.0
3631.0,0.0
3633.0,0.0
3635.0,0.0
3637.0,0.0
3639.0,0.0
3641.0,0.0
3643.0,0.0
3645.0,0.0
3647.0,0.0
3649.0,0.0
3651.0,0.0
3653.0,0.0
3655.0,0.0
3657.0,0.0
3659.0,0.0
3661.0,0.0
3663.0,0.0
3665.0,0.0
