wavelength,response
1000,0.00016
1010,0.00016
1020,0.00016
1030,0.00016
1040,0.00016
1050,0.00016
1060,0.00016
1070,0.00016
1080,0.00016
1090,0.00016
1100,0.00016
1110,0.00016
1120,0.00016
1130,0.00016
1140,0.00016
1150,0.00016
1160,0.00016
1170,0.00016
1180,0.00016
1190,0.00016
1200,0.00016
1210,0.00016
1220,0.00016
1230,0.00016
1240,0.00016
1250,0.00016
1260,0.00016
1270,0.00016
1280,0.00016
1290,0.00016
1300,0.00016
1310,0.00016
1320,0.00016
1330,0.00016
1340,0.00016
1350,0.00016
1360,0.00016
1370,0.00016
1380,0.00016
1390,0.00016
1400,0.00016
1410,0.00016
1420,0.00016
1430,0.00016
1440,0.00016
1450,0.00016
1460,0.00016
1470,0.00016
1480,0.00016
1490,0.00016
1500,0.00016
1510,0.00016
1520,0.00016
1530,0.00016
1540,0.00016
1550,0.00016
1560,0.00016
1570,0.00016
1580,0.00016
1590,0.00016
1600,0.00016
1610,0.00016
1620,0.00016
1630,0.00016
1640,0.00016
1650,0.00016
1660,0.00016
1670,0.00016
1680,0.00016
1690,0.00016
1700,0.00016
1710,0.00016
1720,0.00016
1730,0.00016
1740,0.00016
1750,0.00016
1760,0.00016
1770,0.00016
1780,0.00016
1790,0.00016
1800,0.00016
1810,0.00016
1820,0.00016
1830,0.00016
1840,0.00016
1850,0.00016
1860,0.00016
1870,0.00016
1880,0.00016
1890,0.00016
1900,0.00016
1910,0.00016
1920,0.00016
1930,0.00016
1940,0.00016
1950,0.00016
1960,0.00016
1970,0.00016
1980,0.00016
1990,0.00016
2000,0.00016
2010,0.00016
2020,0.00016
2030,0.00016
2040,0.00016
2050,0.00016
2060,0.00016
2070,0.00016
2080,0.00016
2090,0.00016
2100,0.00016
2110,0.00016
2120,0.00016
2130,0.00016
2140,0.00016
2150,0.00016
2160,0.00016
2170,0.00016
2180,0.00016
2190,0.00016
2200,0.00016
2210,0.00016
2220,0.00016
2230,0.00016
2240,0.00016
2250,0.00016
2260,0.00016
2270,0.00016
2280,0.00016
2290,0.00016
2300,0.00016
2310,0.00016
2320,0.00016
2330,0.00016
2340,0.00016
2350,0.00016
2360,0.00016
2370,0.00016
2380,0.00016
2390,0.00016
2400,0.00016
2410,0.00016
2420,0.00016
2430,0.00016
2440,0.00016
2450,0.00016
2460,0.00016
2470,0.00016
2480,0.00016
2490,0.00016
2500,0.00016
2510,0.00016
2520,0.00016
2530,0.00016
2540,0.00016
2550,0.00016
2560,0.00016
2570,0.00016
2580,0.00016
2590,0.00016
2600,0.00016
2610,0.00016
2620,0.00016
2630,0.00016
2640,0.00016
2650,0.00016
2660,0.00016
2670,0.00016
2680,0.00016
2690,0.00016
2700,0.00016
2710,0.00016
2720,0.00016
2730,0.00016
2740,0.00016
2750,0.00016
2760,0.00016
2770,0.00016
2780,0.00016
2790,0.00016
2800,0.00016
2810,0.00016
2820,0.00016
2830,0.00016
2840,0.00016
2850,0.00016
2860,0.00016
2870,0.00016
2880,0.00016
2890,0.00016
2900,0.00016
2910,0.00016
2920,0.00016
2930,0.00016
2940,0.00016
2950,0.00016
2960,0.00016
2970,0.00016
2980,0.00016
2990,0.00016
3000,0.00016
3010,0.00016
3020,0.00016
3030,0.00016
3040,0.00016
3050,0.00016
3060,0.00016
3070,0.00016
3080,0.00016
3090,0.00016
3100,0.00016
3110,0.00016
3120,0.00016
3130,0.00016
3140,0.00016
3150,0.00016
3160,0.00016
3170,0.00016
3180,0.00016
3190,0.00016
3200,0.00016
3210,0.00016
3220,0.00016
3230,0.00016
3240,0.00016
3250,0.00016
3260,0.00016
3270,0.00016
3280,0.00016
3290,0.00016
3300,0.00016
3310,0.00016
3320,0.00016
3330,0.00016
3340,0.00016
3350,0.00016
3360,0.00016
3370,0.00016
3380,0.00016
3390,0.00016
3400,0.00016
3410,0.00016
3420,0.00016
3430,0.00016
3440,0.00016
3450,0.00016
3460,0.00016
3470,0.00016
3480,0.00016
3490,0.00016
3500,0.00016
3510,0.00016
3520,0.00016
3530,0.00024
3540,0.00024
3550,0.00032
3560,0.00040
3570,0.00048
3580,0.00056
3590,0.00072
3600,0.00089
3610,0.00105
3620,0.00138
3630,0.00171
3640,0.00204
3650,0.00245
3660,0.00303
3670,0.00361
3680,0.00444
3690,0.00535
3700,0.00660
3710,0.00818
3720,0.01026
3730,0.01302
3740,0.01637
3750,0.02030
3760,0.02533
3770,0.03181
3780,0.04036
3790,0.05096
3800,0.06431
3810,0.08103
3820,0.10139
3830,0.12471
3840,0.15071
3850,0.18047
3860,0.21599
3870,0.25775
3880,0.30026
3890,0.33278
3900,0.34725
3910,0.34817
3920,0.34938
3930,0.36326
3940,0.39315
3950,0.43306
3960,0.47116
3970,0.49517
3980,0.50247
3990,0.50242
4000,0.50609
4010,0.51808
4020,0.53483
4030,0.54604
4040,0.54203
4050,0.52404
4060,0.50118
4070,0.48471
4080,0.48153
4090,0.49261
4100,0.51297
4110,0.53401
4120,0.54522
4130,0.54177
4140,0.52703
4150,0.50844
4160,0.49586
4170,0.49488
4180,0.50509
4190,0.52251
4200,0.54132
4210,0.55596
4220,0.56435
4230,0.56749
4240,0.56955
4250,0.57500
4260,0.58503
4270,0.59519
4280,0.60076
4290,0.59714
4300,0.58330
4310,0.56336
4320,0.54420
4330,0.53189
4340,0.52958
4350,0.53571
4360,0.54760
4370,0.56249
